订单,系统状态,物料,订单数量,已交货数量,销售订单,销售订单项目,基本开始日期,基本完成日期,物料描述,销售助理,备注,安排分切日期,实际完成日期,车间状态,逾期天数,未收货数量,是否关单,车间备注,异常原因,辅助列,涂布大卷,车间大卷库存,MES大卷库存,订单类型,大卷料号,白包小卷料号,白包小卷库存（M）,异常分切,线边库库存,交付天数,是否正常交付,未正常交付原因,未正常交付责任人,未正常交付责任部门,关单日期,月份,订单类别,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006991,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100229,600,600,10021392,20,2026/1/21,2026/1/24,NC90-9-175,,,暂无,2026/1/23,已完成,,0,关单,,,210000699122101,NTE90-9-175(大),62636,22061,销售订单,2210415,2300229,3195,,95752,2,是,,,,2026/1/24,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006992,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100227,1620,1620,10021427,10,2026/1/21,2026/1/24,NC90-9-150,,,暂无,2026/1/23,已完成,,0,关单,,,210000699222101,NTE90-9-150(大),143100,125624,销售订单,2210386,2300227,13680,,144918,2,是,,,,2026/1/24,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006993,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100229,1605,1605,10021427,20,2026/1/21,2026/1/24,NC90-9-175,,,暂无,2026/1/25,已完成,,0,关单,,,210000699322101,NTE90-9-175(大),62636,22061,销售订单,2210415,2300229,3195,,95752,4,否,未及时排产,雷成杰,分切,2026/1/26,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006994,结算   PRC  BCRQ MANC SETC VCAL,2300132,744,0,,0,2026/1/21,2026/1/31,NW90-9-130U3,,,暂无,,关闭,,0,关单,,,210000699422101,NW90-9-130U3(大),,,备货订单,2200259,2300132,945,,0,,0,,,0,,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006995,结算   PCNF PRC  BCRQ GMPS MANC PDLV SETC*,2300227,1001,953,,0,2026/1/26,2026/1/31,NC90-9-150,,,2026/1/26,2026/1/26,已完成,,0,关单,,,210000699522101,NT90-9-150(大),,,备货订单,2200655,,,,0,0,是,,,,2026/1/27,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007012,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100227,795,795,10021011,10,2026/1/21,2026/1/24,NC90-9-150,,53卷被冻结，重新分切,暂无,2026/1/23,已完成,,0,关单,,,210000701222101,NTE90-9-150(大),143100,125624,销售订单,2210386,2300227,13680,,144918,2,是,,,,2026/1/24,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007013,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100131,4500,4500,10021437,10,2026/1/21,2026/1/24,NW90-9-175U3,,,暂无,2026/1/24,已完成,,0,关单,,,210000701322101,NW90-9-175U9(大),1436,1436,销售订单,2210243,2310465,4020,,18051,3,是,,,,2026/1/25,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007014,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360536,900,900,,0,2026/1/21,2026/1/24,E20（白银）,,,暂无,2026/1/23,已完成,,0,关单,销售订单，有发货单,,210000701422101,NW90-9-150U9(大),43937,41746,品牌白包备货,2210166,2310256,195,,48953,2,是,,,,2026/1/24,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007016,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9110109,900,900,10021466,10,2026/1/22,2026/1/25,BJ501-7-150-WI,,,暂无,2026/1/24,已完成,,0,关单,,,210000701622101,BJ501-7-150-WI(大),14594,14594,销售订单,2210048,2310109,990,,20046,2,是,,,,2026/1/25,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007017,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100002,1515,1515,10021464,30,2026/1/22,2026/1/25,MIT93-7-150,,,暂无,2026/1/24,已完成,,0,关单,,,210000701722101,MIT93-7-150(大),18539,19141,销售订单,2200002,2300002,2595,,19336,2,是,,,,2026/1/25,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007018,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100008,1500,1500,10021464,20,2026/1/22,2026/1/25,LAND90-7-130,,,暂无,2026/1/24,已完成,,0,关单,,,210000701822101,LAND90-7-130-KX(大),11006,10439,销售订单,2210426,2300008,2535,,11006,2,是,,,,2026/1/25,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007019,结算   PCNF PRC  BCRQ GMPS MANC PDLV SETC*,2310323,744,731,,0,2026/1/22,2026/1/31,NW90-9-130U9,,,暂无,2026/1/25,已完成,,0,关单,,,210000701922101,NW90-9-130U3(大),,,备货订单,2200259,2300132,945,,0,3,是,,,,2026/1/26,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007020,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360811,285,285,,0,2026/1/21,2026/1/21,NKD王者铠甲-E75+,,,暂无,2026/1/23,已完成,,0,关单,,,210000702022101,NW90-7-150U9(大),22510,22515,品牌白包备货,2210241,2310396,225,,25354,2,是,,,,2026/1/24,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007021,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360812,300,300,,0,2026/1/21,2026/1/21,NKD王者铠甲-E85+,,,暂无,2026/1/23,已完成,,0,关单,,,210000702122101,NW90-7-175U9(大),,,品牌白包备货,2210242,2310348,1365,,14811,2,是,,,,2026/1/24,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007022,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360657,4800,4800,,0,2026/1/21,2026/1/21,NKD王者铠甲-C85,,,暂无,2026/1/25,已完成,,0,关单,,,210000702222101,NTE90-9-175(大),62636,22061,品牌白包备货,2210415,2300229,3195,,95752,4,否,备货,路巧林,品牌事业部,2026/1/26,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007024,结算   CNF  PRC  BCRQ GMPS MANC PDLV SETC*,2360793,11310,11295,,0,2026/1/22,2026/1/31,WH90-9-150U3（旧标签）,,,暂无,2026/1/25,已完成,,0,关单,1/26需要发474卷，剩余备货,,210000702422101,NW90-9-150U9(大),43937,41746,品牌白包备货,2210166,2310256,195,,48953,3,是,,,,2026/1/26,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007025,结算   PCNF PRC  BCRQ GMPS MANC PDLV SETC*,2360853,12000,10080,,0,2026/1/22,2026/1/31,JZ-yxcy85（京造）,,1/23到货，+3天检测，2/1交货,2026/1/29,2026/1/29,关闭,,0,关单,2/1交货，还差128卷,,210000702522101,MQS87-7-180(大),26412,25821,品牌白包备货,2200123,2300184,4290,,25821,7,否,备货,无,无,2026/1/30,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007028,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,9110256,900,900,10021492,10,2026/1/22,2026/1/22,NW90-9-150U9,,,暂无,2026/1/24,已完成,,0,关单,,,210000702822101,NW90-9-150U9(大),43937,41746,销售订单,2210166,2310256,195,,48953,2,是,,,,2026/1/25,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007030,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360900,810,810,,0,2026/2/1,2026/2/27,NKD王者铠甲-C85MS,,定制型号，剩余数量合计改成1600米，缺辅材,2026/2/3,2026/2/3,已完成,,0,关单,没膜，2月异常，没辅材,缺膜,210000703022101,NW90-7-182U9-Y(大),,,品牌白包备货,2210512,,,,0,2,是,,,,2026/2/4,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007031,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360479,8100,8100,,0,2026/1/22,2026/1/31,白包-无地址版-WH90-9-130U3/U9,,,2026/1/27,2026/1/27,已完成,,0,关单,,,210000703122101,NW90-9-130U9(大),19330,19869,品牌白包备货,2210240,2310323,6525,,20134,5,否,备货,无,无,2026/1/28,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007033,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100839,1500,1500,10021500,20,2026/1/22,2026/1/25,NC90-7-175,,,2026/1/26,2026/1/26,已完成,,0,关单,,,210000703322101,NTE90-7-175(大),6350,7051,销售订单,2210414,2300839,7650,,7775,4,否,未及时排产,雷成杰,分切,2026/1/27,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007034,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100257,675,675,10021438,10,2026/1/22,2026/1/25,NC90-7-150,,,暂无,2026/1/24,已完成,,0,关单,,,210000703422101,NTE90-7-150(大),24673,7046,销售订单,2210385,2300257,13320,,27699,2,是,,,,2026/1/25,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007035,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9110323,1350,1350,10021509,10,2026/1/30,2026/1/30,NW90-9-130U9,,,暂无,2026/1/24,已完成,,0,关单,,,210000703522101,NW90-9-130U9(大),19330,19869,销售订单,2210240,2310323,6525,,20134,-6,是,,,,2026/1/25,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007036,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9110396,1350,1350,10021509,20,2026/1/30,2026/1/30,NW90-7-150U9,,,暂无,2026/1/25,已完成,,0,关单,,,210000703622101,NW90-7-150U9(大),22510,22515,销售订单,2210241,2310396,225,,25354,-5,是,,,,2026/1/26,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007049,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100173,1800,1800,10021519,20,2026/1/23,2026/1/26,MIT93-7-150-JH,,,2026/1/27,2026/1/27,已完成,,0,关单,没膜,缺膜,210000704922101,MIT93-7-150-JH(大),2549,3115,销售订单,2200118,2300173,990,,3145,4,否,缺膜,黄泽涵,TPU OEM渠道部,2026/1/28,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007052,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360170,3000,3000,,0,2026/1/23,2026/1/23,JA100（牛皮纸）,,,暂无,2026/1/25,已完成,,0,关单,,,210000705222101,NW90-9-130U9(大),19330,19869,品牌白包备货,2210240,2310323,6525,,20134,2,是,,,,2026/1/26,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007053,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360657,1620,1620,,0,2026/1/23,2026/1/23,NKD王者铠甲-C85,,,暂无,2026/1/25,已完成,,0,关单,,,210000705322101,NTE90-9-175(大),62636,22061,品牌白包备货,2210415,2300229,3195,,95752,2,是,,,,2026/1/26,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007054,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360811,810,810,,0,2026/1/23,2026/1/23,NKD王者铠甲-E75+,,,暂无,2026/1/25,已完成,,0,关单,,,210000705422101,NW90-7-150U9(大),22510,22515,品牌白包备货,2210241,2310396,225,,25354,2,是,,,,2026/1/26,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007055,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360812,810,810,,0,2026/1/23,2026/1/23,NKD王者铠甲-E85+,,,暂无,2026/1/25,已完成,,0,关单,,,210000705522101,NW90-7-175U9(大),,,品牌白包备货,2210242,2310348,1365,,14811,2,是,,,,2026/1/26,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007056,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360034,810,810,,0,2026/1/26,2026/1/26,NKD-PCU-U90,,,2026/1/26,2026/1/26,已完成,,0,关单,,,210000705622101,AU03-7-195(大),,,品牌白包备货,2200544,2300681,1305,,3878,0,是,,,,2026/1/27,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007058,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,9110256,1944,1944,10021561,10,2026/1/23,2026/1/23,NW90-9-150U9,,,暂无,2026/1/25,已完成,,0,关单,,,210000705822101,NW90-9-150U9(大),43937,41746,销售订单,2210166,2310256,195,,48953,2,是,,,,2026/1/26,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007059,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9110348,540,540,10021561,30,2026/1/23,2026/1/23,NW90-7-175U9,,,暂无,2026/1/25,已完成,,0,关单,,,210000705922101,NW90-7-175U9(大),,,销售订单,2210242,2310348,1365,,14811,2,是,,,,2026/1/26,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007060,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9110348,1200,1200,10021561,40,2026/1/23,2026/1/23,NW90-7-175U9,,,暂无,2026/1/25,已完成,,0,关单,,,210000706022101,NW90-7-175U9(大),,,销售订单,2210242,2310348,1365,,14811,2,是,,,,2026/1/26,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007061,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9110396,540,540,10021561,20,2026/1/23,2026/1/23,NW90-7-150U9,,,暂无,2026/1/25,已完成,,0,关单,,,210000706122101,NW90-7-150U9(大),22510,22515,销售订单,2210241,2310396,225,,25354,2,是,,,,2026/1/26,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007066,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100002,750,750,10021571,20,2026/1/23,2026/1/26,MIT93-7-150,,,2026/1/26,2026/1/26,已完成,,0,关单,,,210000706622101,MIT93-7-150(大),18539,19141,销售订单,2200002,2300002,2595,,19336,3,是,,,,2026/1/27,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007067,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9110396,3600,3600,10021580,10,2026/1/26,2026/1/26,NW90-7-150U9,,,2026/1/26,2026/1/26,已完成,,0,关单,,,210000706722101,NW90-7-150U9(大),22510,22515,销售订单,2210241,2310396,225,,25354,0,是,,,,2026/1/27,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007080,TECO CNF  PRC  BCRQ GMPS MANC PDLV SETC,9100676,1500,1455,10021530,10,2026/2/1,2026/2/28,MQS87-7-150-BR,,"定制型号，没膜，预计月底到货，2/3分切，2/4发货,差3卷，没膜，可以关单，不会有膜来了",2026/2/3,2026/2/3,关闭,,0,关单,差3卷，没膜,缺膜,210000708022101,MQS87-7-150-BR(大),,,销售订单,2200540,2300676,,,0,2,是,,,,2026/2/4,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007081,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100227,1500,1500,10021620,10,2026/1/23,2026/1/26,NC90-9-150,,,2026/1/26,2026/1/26,已完成,,0,关单,,,210000708122101,NTE90-9-150(大),143100,125624,销售订单,2210386,2300227,13680,,144918,3,是,,,,2026/1/27,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007082,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100229,1500,1500,10021620,20,2026/1/23,2026/1/26,NC90-9-175,,,2026/1/26,2026/1/26,已完成,,0,关单,,,210000708222101,NTE90-9-175(大),62636,22061,销售订单,2210415,2300229,3195,,95752,3,是,,,,2026/1/27,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007083,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9110348,1500,1500,10021620,40,2026/1/23,2026/1/23,NW90-7-175U9,,,2026/1/26,2026/1/26,已完成,,0,关单,,,210000708322101,NW90-7-175U9(大),,,销售订单,2210242,2310348,1365,,14811,3,是,,,,2026/1/27,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007084,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9110396,1500,1500,10021620,30,2026/1/23,2026/1/23,NW90-7-150U9,,,2026/1/26,2026/1/26,已完成,,0,关单,,,210000708422101,NW90-7-150U9(大),22510,22515,销售订单,2210241,2310396,225,,25354,3,是,,,,2026/1/27,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007093,结算   PCNF DLV  PRC  BCRQ GMPS MANC SETC,9110589,1590,1530,10021614,10,2026/1/31,2026/1/31,NW90-7-130U9,,定制型号，预计1/28到，跨月，可以关单，已勾选交货已完成,2026/1/31,2026/1/31,关闭,,0,关单,1/31未做完，还差4卷，没膜,缺膜,210000709322101,NW90-7-130U9(大),,,销售订单,2210459,,,,0,0,是,,,,2026/2/1,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007094,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100227,600,600,10021596,10,2026/1/26,2026/1/29,NC90-9-150,,,2026/1/27,2026/1/27,已完成,,0,关单,,,210000709422101,NTE90-9-150(大),143100,125624,销售订单,2210386,2300227,13680,,144918,1,是,,,,2026/1/28,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007095,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360033,810,810,,0,2026/1/23,2026/1/23,NKD-PCU-U75,,缺防伪贴，封口贴,2026/1/30,2026/1/30,已完成,,0,关单,没辅材,缺辅材,210000709522101,AU03-7-157(大),7412,7412,品牌白包备货,2200543,2300680,1410,,7412,7,否,备货,路巧林,品牌事业部,2026/1/31,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007096,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360252,1620,1620,,0,2026/1/23,2026/1/23,TPU-HPM8,,,2026/1/27,2026/1/27,已完成,,0,关单,,,210000709622101,MIT93-7-150(大),18539,19141,品牌白包备货,2200002,2300002,2595,,19336,4,否,备货,无,无,2026/1/28,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007098,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360169,810,810,,0,2026/1/23,2026/1/23,PD-200（牛皮纸）,,,2026/1/27,2026/1/27,已完成,,0,关单,,,210000709822101,NW90-9-150U9(大),43937,41746,品牌白包备货,2210166,2310256,195,,48953,4,否,备货,无,无,2026/1/28,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007099,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360246,810,810,,0,2026/1/26,2026/1/26,TPU-EM5,,,2026/1/27,2026/1/28,已完成,,0,关单,,,210000709922101,MQS87-7-150(大),276,276,品牌白包备货,2200008,2300010,8820,,2818,2,是,,,,2026/1/29,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007100,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360657,1620,1620,,0,2026/1/26,2026/1/26,NKD王者铠甲-C85,,,2026/1/30,2026/1/28,已完成,,0,关单,,,210000710022101,NTE90-9-175(大),62636,22061,品牌白包备货,2210415,2300229,3195,,95752,2,是,,,,2026/1/29,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007101,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360811,810,810,,0,2026/1/26,2026/1/26,NKD王者铠甲-E75+,,,2026/1/27,2026/1/27,已完成,,0,关单,,,210000710122101,NW90-7-150U9(大),22510,22515,品牌白包备货,2210241,2310396,225,,25354,1,是,,,,2026/1/28,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007102,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360657,1650,1650,,0,2026/1/26,2026/1/26,NKD王者铠甲-C85,,没辅材，差46卷,2026/1/30,2026/1/30,已完成,,0,关单,没辅材，差46卷,缺辅材,210000710222101,NTE90-9-175(大),62636,22061,品牌白包备货,2210415,2300229,3195,,95752,4,否,备货,路巧林,品牌事业部,2026/1/31,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007103,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360169,810,810,,0,2026/1/27,2026/1/27,PD-200（牛皮纸）,,,2026/1/27,2026/1/27,已完成,,0,关单,,,210000710322101,NW90-9-150U9(大),43937,41746,品牌白包备货,2210166,2310256,195,,48953,0,是,,,,2026/1/28,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007104,结算   PCNF PRC  BCRQ GMPS MANC PDLV SETC*,2300207,810,798,,0,2026/1/26,2026/1/26,MQS87-8-157-M,,,2026/1/26,2026/1/26,已完成,,0,关单,,,210000710422101,MQS87-8-157-M(大),2303,2303,备货订单,2200254,2300207,2355,,21006,0,是,,,,2026/1/27,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007105,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2300230,1616,2330,,0,2026/1/26,2026/1/26,NW90-8-150-U3MC,,,2026/1/26,2026/1/26,已完成,,0,关单,,,210000710522101,NW90-8-150-U3MC(大),11203,11109,备货订单,2200168,2300230,11085,,26541,0,是,,,,2026/1/27,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007106,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2310348,810,1075,,0,2026/1/26,2026/1/29,NW90-7-175U9,,,2026/1/27,2026/1/27,已完成,,0,关单,260114T05A-07,,210000710622101,NW90-7-175U9(大),,,备货订单,2210242,2310348,1365,,14811,1,是,,,,2026/1/28,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007112,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2300839,7500,8208,,0,2026/1/26,2026/1/31,NC90-7-175,,,2026/1/27,2026/1/27,已完成,,0,关单,,,210000711222101,NTE90-7-175(大),6350,7051,备货订单,2210414,2300839,7650,,7775,1,是,,,,2026/1/28,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007113,结算   PCNF DLV  PRC  BCRQ GMPS MANC SETC*,2300005,2115,2110,,0,2026/1/31,2026/2/28,MIT93-7-260,,改到2月份备货，已勾选交货已完成,2026/1/31,2026/1/31,已完成,,0,关单,2月份备货，降B,,210000711322101,MIT93-7-260(大),,,备货订单,2200003,2300005,45,,0,0,是,,,,2026/2/1,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007114,结算   PCNF DLV  PRC  BCRQ GMPS MANC SETC*,2310350,1856,570,,0,2026/1/31,2026/2/27,NW90-7-225U9,,改到2月份备货，已勾选交货已完成,2026/1/31,2026/1/31,已完成,,0,关单,2月份备货，降B,,210000711422101,NW90-7-225U9(大),,,备货订单,2210244,2310350,510,,0,0,是,,,,2026/2/1,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007115,结算   PCNF DLV  PRC  BCRQ GMPS MANC SETC*,2310252,296,294,,0,2026/1/31,2026/2/27,MQS87-7-150-KX,,改到2月份备货，已勾选交货已完成,2026/1/31,2026/1/31,已完成,,0,关单,2月份备货,,210000711522101,MQS87-7-150-KX(大),,,备货订单,2210162,2310252,90,,0,0,是,,,,2026/2/1,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007116,结算   PCNF DLV  PRC  BCRQ GMPS MANC SETC*,2300229,1509,1462,,0,2026/1/31,2026/2/28,NC90-9-175,,改到2月份备货，已勾选交货已完成,2026/1/31,2026/1/31,已完成,,0,关单,2月份备货，降B,,210000711622101,NTE90-9-175(大),62636,22061,备货订单,2210415,2300229,3195,,95752,0,是,,,,2026/2/1,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007117,结算   CNF  PRC  BCRQ GMPS MANC PDLV SETC*,2360479,8100,8085,,0,2026/1/26,2026/1/31,白包-无地址版-WH90-9-130U3/U9,,,2026/1/29,2026/1/29,已完成,,0,关单,,,210000711722101,NW90-9-130U9(大),19330,19869,品牌白包备货,2210240,2310323,6525,,20134,3,是,,,,2026/1/30,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007118,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360657,8100,8100,,0,2026/1/26,2026/1/31,NKD王者铠甲-C85,,没辅材，差356卷,2026/1/30,2026/1/30,已完成,,0,关单,没辅材，差356卷,缺辅材,210000711822101,NTE90-9-175(大),62636,22061,品牌白包备货,2210415,2300229,3195,,95752,4,否,备货,路巧林,品牌事业部,2026/1/31,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007119,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100002,180,180,10021638,10,2026/1/26,2026/1/29,MIT93-7-150,,,2026/1/27,2026/1/27,已完成,,0,关单,,,210000711922101,MIT93-7-150(大),18539,19141,销售订单,2200002,2300002,2595,,19336,1,是,,,,2026/1/28,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
