订单,系统状态,物料,订单数量,已交货数量,销售订单,销售订单项目,基本开始日期,基本完成日期,物料描述,销售助理,备注,安排分切日期,实际完成日期,车间状态,逾期天数,未收货数量,是否关单,车间备注,异常原因,辅助列,涂布大卷,车间大卷库存,MES大卷库存,订单类型,大卷料号,白包小卷料号,白包小卷库存（M）,异常分切,线边库库存,交付天数,是否正常交付,未正常交付原因,未正常交付责任人,未正常交付责任部门,关单日期,月份,订单类别,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007120,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100027,180,180,10021638,20,2026/1/26,2026/1/29,MIT93-7-150-W,,,2026/1/27,2026/1/27,已完成,,0,关单,,,210000712022101,MIT93-7-150-W(大),7127,6871,销售订单,2200023,2300027,645,,7858,1,是,,,,2026/1/28,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007121,结算   PCNF PRC  BCRQ GMPS MANC PDLV SETC*,2360793,11565,3000,,0,2026/1/26,2026/1/31,WH90-9-150U3（旧标签）,,库里只剩两卷大卷，切完关单,2026/1/29,2026/1/29,关闭,,0,关单,还差571卷，没膜,缺膜,210000712122101,NW90-9-150U9(大),43937,41746,品牌白包备货,2210166,2310256,195,,48953,3,是,,,,2026/1/30,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007122,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360674,3000,3000,,0,2026/1/26,2026/1/31,AITO 悦享系列 JKS-BA-02733,,,2026/1/29,2026/1/29,已完成,,0,关单,,,210000712222101,NW90-7-157U9(大),,,品牌白包备货,2210245,2310347,285,,9965,3,是,,,,2026/1/30,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007123,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360682,3600,3600,,0,2026/1/26,2026/1/31,AITO 悦享系列 JKS-BA-02735,,,2026/1/28,2026/1/29,已完成,,0,关单,,,210000712322101,NW90-7-157U9(大),,,品牌白包备货,2210245,2310347,285,,9965,3,是,,,,2026/1/30,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007124,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360850,1620,1620,,0,2026/1/31,2026/1/31,BK90-7-143(oem),,改到2月份备货,2026/1/31,2026/1/31,已完成,,0,关单,2月份备货,,210000712422101,BK90-7-143(大),,,品牌白包备货,2200192,2300262,75,,0,0,是,,,,2026/2/1,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007125,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360450,450,450,,0,2026/1/28,2026/1/30,PA200,,,2026/1/28,2026/1/28,已完成,,0,关单,,,210000712522101,NW90-9-150U9(大),43937,41746,品牌白包备货,2210166,2310256,195,,48953,0,是,,,,2026/1/29,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007139,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360661,1620,1620,,0,2026/1/26,2026/2/28,膜小宗M80U-NC150,,,2026/1/27,2026/1/27,已完成,,0,关单,销售订单,,210000713922101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,1,是,,,,2026/1/28,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007140,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360662,810,810,,0,2026/1/26,2026/2/28,膜小宗M85U-NC175,,,2026/1/27,2026/1/27,已完成,,0,关单,销售订单,,210000714022101,NTE90-9-175(大),62636,22061,品牌白包备货,2210415,2300229,3195,,95752,1,是,,,,2026/1/28,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007141,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100257,4500,4500,10021660,10,2026/1/26,2026/1/29,NC90-7-150,,,2026/1/28,2026/1/28,已完成,,0,关单,,,210000714122101,NTE90-7-150(大),24673,7046,销售订单,2210385,2300257,13320,,27699,2,是,,,,2026/1/29,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007142,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100839,2700,2700,10021660,30,2026/1/26,2026/1/29,NC90-7-175,,,2026/1/28,2026/1/28,已完成,,0,关单,,,210000714222101,NTE90-7-175(大),6350,7051,销售订单,2210414,2300839,7650,,7775,2,是,,,,2026/1/29,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007143,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9110348,1800,1800,10021660,20,2026/1/26,2026/1/26,NW90-7-175U9,,,2026/1/28,2026/1/28,已完成,,0,关单,,,210000714322101,NW90-7-175U9(大),,,销售订单,2210242,2310348,1365,,14811,2,是,,,,2026/1/29,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007144,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100126,450,450,10021686,10,2026/1/26,2026/1/29,MIT98-7-170,,,2026/1/28,2026/1/28,已完成,,0,关单,,,210000714422101,MIT98-7-170(大),19422,19422,销售订单,2200091,2300126,210,,19422,2,是,,,,2026/1/29,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007146,结算   PCNF PRC  BCRQ GMPS MANC PDLV SETC*,2300227,3035,2954,,0,2026/1/26,2026/1/31,NC90-9-150,,,2026/1/28,2026/1/29,已完成,,0,关单,通知品控分切时关注上保护膜白印,,210000714622101,NTE90-9-150(大),143100,125624,备货订单,2210386,2300227,13680,,144918,3,是,,,,2026/1/30,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007147,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360842,750,750,,0,2026/1/26,2026/1/31,库卡TPU-X75(NC90-9-150G),,,2026/1/28,2026/1/29,已完成,,0,关单,,,210000714722101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,3,是,,,,2026/1/30,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007148,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360843,750,750,,0,2026/1/26,2026/1/31,库卡TPU-X85(NC90-9-175G),,,2026/1/28,2026/1/28,已完成,,0,关单,,,210000714822101,NTE90-9-175(大),62636,22061,品牌白包备货,2210415,2300229,3195,,95752,2,是,,,,2026/1/29,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007149,结算   CNF  PRC  BCRQ GMPS MANC PDLV SETC,9100262,1800,1800,10021697,10,2026/1/26,2026/1/29,BK90-7-143,,,2026/1/28,2026/1/28,已完成,,0,关单,,,210000714922101,BK90-7-143(大),,,销售订单,2200192,2300262,75,,0,2,是,,,,2026/1/29,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007150,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2300244,675,905,,0,2026/1/27,2026/1/29,AG49510-9-150,,,2026/1/28,2026/1/29,已完成,,0,关单,加急，有销售订单,,210000715022101,AG49510-9-150(大),1474,1474,备货订单,2200176,2300244,660,,1474,2,是,,,,2026/1/30,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007151,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360812,810,810,,0,2026/1/27,2026/1/27,NKD王者铠甲-E85+,,,2026/1/28,2026/1/28,已完成,,0,关单,,,210000715122101,NW90-7-175U9(大),,,品牌白包备货,2210242,2310348,1365,,14811,1,是,,,,2026/1/29,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007152,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360257,810,810,,0,2026/1/27,2026/1/27,TPU-HP8,,,2026/1/29,2026/1/29,已完成,,0,关单,,,210000715222101,MIT98-7-150(大),28600,28600,品牌白包备货,2200004,2300001,1965,,28600,2,是,,,,2026/1/30,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007153,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360257,810,810,,0,2026/1/27,2026/1/27,TPU-HP8,,,2026/1/29,2026/1/29,已完成,,0,关单,,,210000715322101,MIT98-7-150(大),28600,28600,品牌白包备货,2200004,2300001,1965,,28600,2,是,,,,2026/1/30,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007154,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360169,810,810,,0,2026/1/30,2026/1/30,PD-200（牛皮纸）,,,2026/1/29,2026/1/29,已完成,,0,关单,,,210000715422101,NW90-9-150U9(大),43937,41746,品牌白包备货,2210166,2310256,195,,48953,-1,是,,,,2026/1/30,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007155,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360539,810,810,,0,2026/1/28,2026/1/30,SP70（白银）,,,2026/1/29,2026/1/29,已完成,,0,关单,,,210000715522101,NW90-9-130U9(大),19330,19869,品牌白包备货,2210240,2310323,6525,,20134,1,是,,,,2026/1/30,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007156,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2300003,450,510,,0,2026/1/27,2026/1/30,MIT93-7-200,,,暂无,2026/1/28,已完成,,0,关单,,,210000715622101,MIT93-7-200(大),,,备货订单,2200001,2300003,165,,1797,1,是,,,,2026/1/29,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007157,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360932,810,810,,0,2026/1/27,2026/1/29,隐形车衣纳科达(含工时),,,2026/1/28,2026/1/28,已完成,,0,关单,销售订单,,210000715722101,NW90-9-150U9(大),43937,41746,品牌白包备货,2210166,2310256,195,,48953,1,是,,,,2026/1/29,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007158,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100001,7500,7500,10021700,10,2026/2/1,2026/2/28,MIT98-7-150,,纸箱不够，预计2/1到，纸箱已到,2026/2/3,2026/2/3,已完成,,0,关单,没纸箱，2月异常,缺辅材,210000715822101,MIT98-7-150(大),28600,28600,销售订单,2200004,2300001,1965,,28600,2,是,,,,2026/2/4,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007159,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100230,750,750,10021700,20,2026/2/1,2026/2/28,NW90-8-150-U3MC,,没纸箱，预计2/1到，纸箱已到,2026/2/3,2026/2/3,已完成,,0,关单,没纸箱，2月异常,缺辅材,210000715922101,NW90-8-150-U3MC(大),11203,11109,销售订单,2200168,2300230,11085,,26541,2,是,,,,2026/2/4,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007160,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360624,1950,1950,,0,2026/1/27,2026/1/29,H75（牛皮纸）,,,2026/1/29,2026/1/29,已完成,,0,关单,销售订单,,210000716022101,NW90-9-150U9(大),43937,41746,品牌白包备货,2210166,2310256,195,,48953,2,是,,,,2026/1/30,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007184,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360812,810,810,,0,2026/1/27,2026/1/27,NKD王者铠甲-E85+,,,暂无,2026/1/28,已完成,,0,关单,,,210000718422101,NW90-7-175U9(大),,,品牌白包备货,2210242,2310348,1365,,14811,1,是,,,,2026/1/29,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007185,结算   CNF  PRC  BCRQ GMPS MANC PDLV SETC*,2360619,810,450,,0,2026/1/27,2026/1/29,五福金牛 S-7星7.5,,没辅材，还差24卷,2026/1/29,2026/1/29,关闭,,0,关单,没辅材，还差24卷,缺辅材,210000718522101,NW90-7-150U9(大),22510,22515,品牌白包备货,2210241,2310396,225,,25354,2,是,,,,2026/1/30,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007186,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360879,810,810,,0,2026/2/1,2026/2/27,五福金牛 S-7星8.5,,改到2月份备货,2026/1/29,2026/2/2,已完成,,0,关单,没辅材，2月异常,缺辅材,210000718622101,NW90-7-175U9(大),,,品牌白包备货,2210242,2310348,1365,,14811,1,是,,,,2026/2/3,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007187,结算   PCNF PRC  BCRQ GMPS MANC PDLV SETC*,2360618,2430,765,,0,2026/1/27,2026/1/29,小疯牛 S-5星 8.5,,没辅材，还差111卷,2026/1/29,2026/1/29,关闭,,0,关单,没辅材，还差111卷,缺辅材,210000718722101,NTE90-7-175(大),6350,7051,品牌白包备货,2210414,2300839,7650,,7775,2,是,,,,2026/1/30,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007188,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360615,1620,1620,,0,2026/1/27,2026/1/29,五福金牛经典款7.5,,,2026/1/29,2026/1/29,已完成,,0,关单,,,210000718822101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,2,是,,,,2026/1/30,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007189,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9110348,360,360,10021789,30,2026/1/27,2026/1/27,NW90-7-175U9,,,2026/1/29,2026/1/29,已完成,,0,关单,,,210000718922101,NW90-7-175U9(大),,,销售订单,2210242,2310348,1365,,14811,2,是,,,,2026/1/30,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007190,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9110396,360,360,10021789,20,2026/1/27,2026/1/27,NW90-7-150U9,,,2026/1/29,2026/1/29,已完成,,0,关单,,,210000719022101,NW90-7-150U9(大),22510,22515,销售订单,2210241,2310396,225,,25354,2,是,,,,2026/1/30,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007192,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360900,810,810,,0,2026/3/1,2026/3/30,NKD王者铠甲-C85MS,,没辅材，没膜，改成2月份，质保卡2/7发出，防伪贴待确认,2026/3/6,2026/3/6,已完成,,0,关单,没膜,缺膜,210000719222101,NW90-7-182U9-Y(大),,,品牌白包备货,2210512,,,,0,5,否,备货,无,无,2026/3/7,3,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007194,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360850,3240,3240,,0,2026/1/30,2026/1/31,BK90-7-143(oem),,,暂无,2026/1/30,已完成,,0,关单,2月份备货,,210000719422101,BK90-7-143(大),,,品牌白包备货,2200192,2300262,75,,0,0,是,,,,2026/1/31,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007195,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360034,810,810,,0,2026/1/27,2026/1/27,NKD-PCU-U90,,没辅材,2026/1/30,2026/1/30,已完成,,0,关单,没辅材,缺辅材,210000719522101,AU03-7-195(大),,,品牌白包备货,2200544,2300681,1305,,3878,3,是,,,,2026/1/31,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007196,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360811,810,810,,0,2026/1/28,2026/1/28,NKD王者铠甲-E75+,,没辅材,2026/1/30,2026/1/30,已完成,,0,关单,没辅材,缺辅材,210000719622101,NW90-7-150U9(大),22510,22515,品牌白包备货,2210241,2310396,225,,25354,2,是,,,,2026/1/31,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007197,TECO CNF  PRC  BCRQ GMPS MANC PDLV SETC,2360885,2025,705,,0,2026/2/1,2026/2/27,NKD鲨膜-S95,,没辅材，没膜，改成2月份,暂无,2026/2/4,关闭,,0,关单,一共做出279卷，其中47卷彩包,,210000719722101,NTE90-7-215-NF(大),,,品牌白包备货,2210504,2310563,,,0,3,是,,,,2026/2/5,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007198,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360668,1620,1620,,0,2026/1/27,2026/1/27,MOBOX-FL80-NC90-9-150 G,,,2026/1/29,2026/1/29,已完成,,0,关单,,,210000719822101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,2,是,,,,2026/1/30,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007199,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360900,810,810,,0,2026/2/1,2026/2/27,NKD王者铠甲-C85MS,,没辅材，没膜，改成2月份,2026/2/3,2026/2/4,已完成,,0,关单,没膜，2月异常，没辅材,缺膜,210000719922101,NW90-7-182U9-Y(大),,,品牌白包备货,2210512,,,,0,3,是,,,,2026/2/5,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007200,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360628,1380,1380,,0,2026/1/28,2026/1/31,RH臻选65,,,2026/1/29,2026/1/29,已完成,,0,关单,,,210000720022101,NW90-9-130U9(大),19330,19869,品牌白包备货,2210240,2310323,6525,,20134,1,是,,,,2026/1/30,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007201,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360670,810,810,,0,2026/1/27,2026/1/27,US-L80-NC90-9-150 G,,,2026/1/29,2026/1/29,已完成,,0,关单,,,210000720122101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,2,是,,,,2026/1/30,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007203,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,9110256,1290,1290,10021821,10,2026/1/31,2026/1/31,NW90-9-150U9,,,2026/1/29,2026/1/29,已完成,,0,关单,,,210000720322101,NW90-9-150U9(大),43937,41746,销售订单,2210166,2310256,195,,48953,-2,是,,,,2026/1/30,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007204,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,9110256,660,660,10021826,10,2026/1/31,2026/1/31,NW90-9-150U9,,,2026/1/29,2026/1/29,已完成,,0,关单,,,210000720422101,NW90-9-150U9(大),43937,41746,销售订单,2210166,2310256,195,,48953,-2,是,,,,2026/1/30,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007205,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100002,600,600,10021820,10,2026/1/28,2026/1/31,MIT93-7-150,,,2026/1/29,2026/1/29,已完成,,0,关单,,,210000720522101,MIT93-7-150(大),18539,19141,销售订单,2200002,2300002,2595,,19336,1,是,,,,2026/1/30,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007206,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360683,972,972,,0,2026/1/28,2026/1/31,AITO 优享系列 JKS-BA-02739,,,2026/1/29,2026/1/29,已完成,,0,关单,,,210000720622101,MQS87-9-150(大),12216,13374,品牌白包备货,2200012,2300014,4515,,13666,1,是,,,,2026/1/30,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007207,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360480,1620,1620,,0,2026/1/28,2026/1/31,小黑盒75-NC90-9-150,,,2026/1/29,2026/1/29,已完成,,0,关单,,,210000720722101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,1,是,,,,2026/1/30,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007208,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360481,1620,1620,,0,2026/1/28,2026/1/31,小黑盒85-NC90-9-175,,,2026/1/29,2026/1/29,已完成,,0,关单,,,210000720822101,NTE90-9-175(大),62636,22061,品牌白包备货,2210415,2300229,3195,,95752,1,是,,,,2026/1/30,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007218,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2300770,810,860,,0,2026/1/28,2026/1/31,AU03-7-182,,,2026/1/30,2026/1/30,已完成,,0,关单,有发货单,,210000721822101,AU03-7-182(大),1294,1816,备货订单,2200574,2300770,285,,1981,2,是,,,,2026/1/31,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007219,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9110529,3000,3000,10021846,10,2026/1/31,2026/1/31,NTE90-7-150-S,,,2026/1/30,2026/1/30,已完成,,0,关单,,,210000721922101,NTE90-7-150-S(大),5845,5845,销售订单,2210474,2310529,30,,6305,-1,是,,,,2026/1/31,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007220,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360618,660,660,,0,2026/2/1,2026/2/27,小疯牛 S-5星 8.5,,改到2月份备货,暂无,2026/2/2,已完成,,0,关单,没辅材，2月异常,缺辅材,210000722022101,NTE90-7-175(大),6350,7051,品牌白包备货,2210414,2300839,7650,,7775,1,是,,,,2026/2/3,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007221,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360615,3000,3000,,0,2026/2/1,2026/2/27,五福金牛经典款7.5,,改到2月份备货,暂无,2026/2/2,已完成,,0,关单,没辅材，2月异常,缺辅材,210000722122101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,1,是,,,,2026/2/3,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007222,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100001,750,750,10021852,10,2026/1/28,2026/1/31,MIT98-7-150,,,2026/1/30,2026/1/30,已完成,,0,关单,,,210000722222101,MIT98-7-150(大),28600,28600,销售订单,2200004,2300001,1965,,28600,2,是,,,,2026/1/31,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007223,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100002,900,900,10021858,10,2026/1/28,2026/1/31,MIT93-7-150,,,2026/1/30,2026/1/30,已完成,,0,关单,,,210000722322101,MIT93-7-150(大),18539,19141,销售订单,2200002,2300002,2595,,19336,2,是,,,,2026/1/31,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007224,结算   PCNF DLV  PRC  BCRQ GMPS MANC SETC,9100229,2100,900,10021863,40,2026/1/31,2026/2/1,NC90-9-175,,，已勾选交货已完成,2026/1/31,2026/1/31,关闭,,0,关单,1/31未做完，还差80卷，没纸箱,缺辅材,210000722422101,NTE90-9-175(大),62636,22061,销售订单,2210415,2300229,3195,,95752,0,是,,,,2026/2/1,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007225,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100229,1080,1080,10021863,50,2026/1/28,2026/1/31,NC90-9-175,,,2026/1/31,2026/1/31,已完成,,0,关单,,,210000722522101,NTE90-9-175(大),62636,22061,销售订单,2210415,2300229,3195,,95752,3,是,,,,2026/2/1,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007226,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100839,3600,3600,10021855,30,2026/1/28,2026/1/31,NC90-7-175,,,2026/1/30,2026/1/30,已完成,,0,关单,,,210000722622101,NTE90-7-175(大),6350,7051,销售订单,2210414,2300839,7650,,7775,2,是,,,,2026/1/31,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007229,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360266,810,810,,0,2026/1/31,2026/1/31,NG-157,,,2026/1/31,2026/1/31,已完成,,0,关单,,,210000722922101,AU03-7-157(大),7412,7412,品牌白包备货,2200543,2300680,1410,,7412,0,是,,,,2026/2/1,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007231,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360812,810,810,,0,2026/2/1,2026/2/27,NKD王者铠甲-E85+,,质保卡2/7发出，防伪贴待确认,暂无,2026/2/8,已完成,,0,关单,没辅材,缺辅材,210000723122101,NW90-7-175U9(大),,,品牌白包备货,2210242,2310348,1365,,14811,7,否,备货,路巧林,品牌事业部,2026/2/9,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007232,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360127,450,450,,0,2026/1/31,2026/1/31,E30(牛皮纸）,,,2026/1/31,2026/1/31,已完成,,0,关单,,,210000723222101,NW90-9-175U9(大),1436,1436,品牌白包备货,2210243,2310465,4020,,18051,0,是,,,,2026/2/1,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
